"Risk Object","New Risk Object"
"Node Name","Energy gap per person (kcal_yr)"
"Node Id","Energy_gap_per_person__kcal_yr_"
""
"Summary Statistics"
"Mean","-5644911.020929185"
"Median","-4574034.238387059"
"Variance","7.700014952882577E13"
"Standard Deviation","8774972.907583576"
"Lower Percentile [25.0]","-7927643.82859857"
"Upper Percentile [75.0]","-1220424.6481755488"
""
"Lower Bound","Upper Bound","Value"
"-5.84955078125E7","-3.8963671875E7","0.0013999639693433497"
"-3.8963671875E7","-2.919775390625E7","0.03789670257507573"
"-2.919775390625E7","-1.94318359375E7","0.040516985018550083"
"-1.94318359375E7","-9665917.96875","0.04060402129129723"
"-9665917.96875","100000.0","0.7280154193599849"
"100000.0","9865527.34375","0.1506654618933888"
"9865527.34375","1.96310546875E7","3.004819641199675E-4"
"1.96310546875E7","3.9162109375E7","6.00963928239935E-4"
